token_index,folio,section,eva_token,prefix,root,suffix,latin_value,interpretation,exploratory_recognized,strict_parsed,failure_reason
13822,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13823,f78r,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
13824,f78r,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13825,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13826,f78r,Biological,okeed,,,,,,Yes,No,not_full_token_parse
13827,f78r,Biological,olkain,,,,,,Yes,No,not_full_token_parse
13828,f78r,Biological,qokol,,,,,,Yes,No,not_full_token_parse
13829,f78r,Biological,oted,,,,,,Yes,No,not_full_token_parse
13830,f78r,Biological,okain,,,,,,Yes,No,not_full_token_parse
13831,f78r,Biological,ched,,,,,,Yes,No,not_full_token_parse
13832,f78r,Biological,ar,,ar,,radius,수선(radius),Yes,Yes,
13833,f78r,Biological,alory,,,,,,Yes,No,not_full_token_parse
13834,f78r,Biological,soiin,,,,,,Yes,No,not_full_token_parse
13835,f78r,Biological,kar,,,,,,Yes,No,not_full_token_parse
13836,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13837,f78r,Biological,pchey,p,ch,ey,cortex,[위해(pro)] + 수피(cortex) + from/at,Yes,Yes,
13838,f78r,Biological,tchdoltdy,,,,,,Yes,No,not_full_token_parse
13839,f78r,Biological,o,,o,,aut,또는(aut),Yes,Yes,
13840,f78r,Biological,l,,l,,il-,관사(il-),Yes,Yes,
13841,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13842,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13843,f78r,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13844,f78r,Biological,ar,,ar,,radius,수선(radius),Yes,Yes,
13845,f78r,Biological,okain,,,,,,Yes,No,not_full_token_parse
13846,f78r,Biological,y,,,,,,No,No,not_full_token_parse
13847,f78r,Biological,che,,,,,,Yes,No,not_full_token_parse
13848,f78r,Biological,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
13849,f78r,Biological,okeedy,,ok,eedy,exterior,외층(exterior) + through (emphatic),Yes,Yes,
13850,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13851,f78r,Biological,chl,,,,,,Yes,No,not_full_token_parse
13852,f78r,Biological,sol,,sol,,succus,수액(succus),Yes,Yes,
13853,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13854,f78r,Biological,dalshdy,,,,,,Yes,No,not_full_token_parse
13855,f78r,Biological,qokychdy,,,,,,Yes,No,not_full_token_parse
13856,f78r,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13857,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13858,f78r,Biological,cheeky,,,,,,Yes,No,not_full_token_parse
13859,f78r,Biological,lokedy,l,ok,edy,exterior,[관사(il-)] + 외층(exterior) + through (per),Yes,Yes,
13860,f78r,Biological,yched,,,,,,Yes,No,not_full_token_parse
13861,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13862,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13863,f78r,Biological,chckhdy,,,,,,Yes,No,not_full_token_parse
13864,f78r,Biological,lr,l,r,,re-,[관사(il-)] + 역(re-),Yes,Yes,
13865,f78r,Biological,sain,,sain,,succus,수액(succus),Yes,Yes,
13866,f78r,Biological,sheor,,sh,eor,suber,코르크(suber) + +aureus,Yes,Yes,
13867,f78r,Biological,olkchdy,,,,,,Yes,No,not_full_token_parse
13868,f78r,Biological,roiin,r,o,iin,aut,[역(re-)] + 또는(aut) + ring-type,Yes,Yes,
13869,f78r,Biological,okeedy,,ok,eedy,exterior,외층(exterior) + through (emphatic),Yes,Yes,
13870,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13871,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13872,f78r,Biological,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
13873,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13874,f78r,Biological,olol,,,,,,Yes,No,not_full_token_parse
13875,f78r,Biological,sokeedy,,,,,,Yes,No,not_full_token_parse
13876,f78r,Biological,keol,,k,eol,coquitur,달임(coquitur) + +lignum,Yes,Yes,
13877,f78r,Biological,lorain,,,,,,Yes,No,not_full_token_parse
13878,f78r,Biological,olkeey,,,,,,Yes,No,not_full_token_parse
13879,f78r,Biological,raiin,r,aiin,,annulus,[역(re-)] + 나이테(annulus),Yes,Yes,
13880,f78r,Biological,sol,,sol,,succus,수액(succus),Yes,Yes,
13881,f78r,Biological,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
13882,f78r,Biological,kary,,,,,,Yes,No,not_full_token_parse
13883,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13884,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13885,f78r,Biological,qeedar,,,,,,Yes,No,not_full_token_parse
13886,f78r,Biological,ain,,ain,,annulus,나이테(annulus),Yes,Yes,
13887,f78r,Biological,anl,,,,,,Yes,No,not_full_token_parse
13888,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13889,f78r,Biological,chckhal,,,,,,Yes,No,not_full_token_parse
13890,f78r,Biological,daiil,,,,,,Yes,No,not_full_token_parse
13891,f78r,Biological,aldy,,al,dy,alburnum,변재(alburnum) + of (de),Yes,Yes,
13892,f78r,Biological,orain,,,,,,Yes,No,not_full_token_parse
13893,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13894,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13895,f78r,Biological,kchol,,,,,,Yes,No,not_full_token_parse
13896,f78r,Biological,tchal,,,,,,Yes,No,not_full_token_parse
13897,f78r,Biological,olkee,,,,,,Yes,No,not_full_token_parse
13898,f78r,Biological,yfchey,,,,,,Yes,No,not_full_token_parse
13899,f78r,Biological,ofchedy,,,,,,Yes,No,not_full_token_parse
13900,f78r,Biological,taly,,,,,,Yes,No,not_full_token_parse
13901,f78r,Biological,ssheky,,,,,,Yes,No,not_full_token_parse
13902,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13903,f78r,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
13904,f78r,Biological,chckhy,,,,,,Yes,No,not_full_token_parse
13905,f78r,Biological,dain,,dain,,duramen,심재(duramen),Yes,Yes,
13906,f78r,Biological,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
13907,f78r,Biological,qokor,,,,,,Yes,No,not_full_token_parse
13908,f78r,Biological,oky,,ok,y,exterior,외층(exterior) + adjective,Yes,Yes,
13909,f78r,Biological,dain,,dain,,duramen,심재(duramen),Yes,Yes,
13910,f78r,Biological,chy,,chy,,chylos,즙(chylos),Yes,Yes,
13911,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13912,f78r,Biological,qokey,qo,k,ey,coquitur,[~의(quod/de)] + 달임(coquitur) + from/at,Yes,Yes,
13913,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13914,f78r,Biological,olkain,,,,,,Yes,No,not_full_token_parse
13915,f78r,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
13916,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13917,f78r,Biological,ololdal,,,,,,Yes,No,not_full_token_parse
13918,f78r,Biological,chcht,,,,,,Yes,No,not_full_token_parse
13919,f78r,Biological,tedy,,t,edy,tunica,막/층(tunica) + through (per),Yes,Yes,
13920,f78r,Biological,solkeedy,,,,,,Yes,No,not_full_token_parse
13921,f78r,Biological,sheckhy,,sh,eckhy,suber,코르크(suber) + harmful (emphatic),Yes,Yes,
13922,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13923,f78r,Biological,otal,,,,,,Yes,No,not_full_token_parse
13924,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13925,f78r,Biological,otar,,,,,,Yes,No,not_full_token_parse
13926,f78r,Biological,olchedy,,,,,,Yes,No,not_full_token_parse
13927,f78r,Biological,cthdy,,,,,,Yes,No,not_full_token_parse
13928,f78r,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
13929,f78r,Biological,ckhdy,,,,,,Yes,No,not_full_token_parse
13930,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13931,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13932,f78r,Biological,dalky,,,,,,Yes,No,not_full_token_parse
13933,f78r,Biological,lkain,,,,,,Yes,No,not_full_token_parse
13934,f78r,Biological,ykeedy,y,k,eedy,coquitur,[지시(그-)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13935,f78r,Biological,okaly,,,,,,Yes,No,not_full_token_parse
13936,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
13937,f78r,Biological,ytedy,y,t,edy,tunica,[지시(그-)] + 막/층(tunica) + through (per),Yes,Yes,
13938,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13939,f78r,Biological,ykedy,y,k,edy,coquitur,[지시(그-)] + 달임(coquitur) + through (per),Yes,Yes,
13940,f78r,Biological,y,,,,,,No,No,not_full_token_parse
13941,f78r,Biological,olsheey,,,,,,Yes,No,not_full_token_parse
13942,f78r,Biological,qokeey,qo,k,eey,coquitur,[~의(quod/de)] + 달임(coquitur) + of (emphatic),Yes,Yes,
13943,f78r,Biological,okal,,,,,,Yes,No,not_full_token_parse
13944,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13945,f78r,Biological,keedy,,k,eedy,coquitur,달임(coquitur) + through (emphatic),Yes,Yes,
13946,f78r,Biological,dyky,,,,,,Yes,No,not_full_token_parse
13947,f78r,Biological,dshedy,,,,,,Yes,No,not_full_token_parse
13948,f78r,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
13949,f78r,Biological,qopchedy,,,,,,Yes,No,not_full_token_parse
13950,f78r,Biological,qokaly,,,,,,Yes,No,not_full_token_parse
13951,f78r,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
13952,f78r,Biological,okaiin,,,,,,Yes,No,not_full_token_parse
13953,f78r,Biological,o,,o,,aut,또는(aut),Yes,Yes,
13954,f78r,Biological,keeal,,,,,,Yes,No,not_full_token_parse
13955,f78r,Biological,am,,am,,[verb],[처리]([verb]),Yes,Yes,
13956,f78r,Biological,y,,,,,,No,No,not_full_token_parse
13957,f78r,Biological,sain,,sain,,succus,수액(succus),Yes,Yes,
13958,f78r,Biological,checkhy,,ch,eckhy,cortex,수피(cortex) + harmful (emphatic),Yes,Yes,
13959,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
13960,f78r,Biological,cheeky,,,,,,Yes,No,not_full_token_parse
13961,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13962,f78r,Biological,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
13963,f78r,Biological,y,,,,,,No,No,not_full_token_parse
13964,f78r,Biological,tees,,,,,,Yes,No,not_full_token_parse
13965,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13966,f78r,Biological,y,,,,,,No,No,not_full_token_parse
13967,f78r,Biological,qotchedy,,,,,,Yes,No,not_full_token_parse
13968,f78r,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
13969,f78r,Biological,lchedykedy,,,,,,Yes,No,not_full_token_parse
13970,f78r,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13971,f78r,Biological,ckhain,,,,,,Yes,No,not_full_token_parse
13972,f78r,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
13973,f78r,Biological,osal,,,,,,Yes,No,not_full_token_parse
13974,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13975,f78r,Biological,s,,s,,est,이다(est),Yes,Yes,
13976,f78r,Biological,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
13977,f78r,Biological,shee,,,,,,Yes,No,not_full_token_parse
13978,f78r,Biological,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
13979,f78r,Biological,oly,,ol,y,lignum,목질(lignum) + adjective,Yes,Yes,
13980,f78r,Biological,sar,,sar,,saxosus,바위토양(saxosus),Yes,Yes,
13981,f78r,Biological,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
13982,f78r,Biological,oteedy,,ot,eedy,exterior,표면(exterior) + through (emphatic),Yes,Yes,
13983,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13984,f78r,Biological,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
13985,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
13986,f78r,Biological,qotaiin,,,,,,Yes,No,not_full_token_parse
13987,f78r,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13988,f78r,Biological,oedy,,o,edy,aut,또는(aut) + through (per),Yes,Yes,
13989,f78r,Biological,l,,l,,il-,관사(il-),Yes,Yes,
13990,f78r,Biological,keedy,,k,eedy,coquitur,달임(coquitur) + through (emphatic),Yes,Yes,
13991,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13992,f78r,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
13993,f78r,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
13994,f78r,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
13995,f78r,Biological,d,,d,,de,~의(de),Yes,Yes,
13996,f78r,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
13997,f78r,Biological,ykain,,,,,,Yes,No,not_full_token_parse
13998,f78r,Biological,chdar,,,,,,Yes,No,not_full_token_parse
13999,f78r,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
14000,f78r,Biological,qokain,,,,,,Yes,No,not_full_token_parse
14001,f78r,Biological,dy,,dy,,de,~의(de),Yes,Yes,
14002,f78r,Biological,dain,,dain,,duramen,심재(duramen),Yes,Yes,
14003,f78r,Biological,chfaiin,,,,,,Yes,No,not_full_token_parse
14004,f78r,Biological,opaly,op,al,y,alburnum,[대향(contra)] + 변재(alburnum) + adjective,Yes,Yes,
14005,f78r,Biological,kotaly,,,,,,Yes,No,not_full_token_parse
14006,f78r,Biological,lchedy,l,ch,edy,cortex,[관사(il-)] + 수피(cortex) + through (per),Yes,Yes,
14007,f78r,Biological,pchedy,p,ch,edy,cortex,[위해(pro)] + 수피(cortex) + through (per),Yes,Yes,
14008,f78r,Biological,qokaiin,,,,,,Yes,No,not_full_token_parse
14009,f78r,Biological,dr,,,,,,Yes,No,not_full_token_parse
14010,f78r,Biological,aloy,,,,,,Yes,No,not_full_token_parse
14011,f78v,Biological,ykedy,y,k,edy,coquitur,[지시(그-)] + 달임(coquitur) + through (per),Yes,Yes,
14012,f78v,Biological,olfchedy,,,,,,Yes,No,not_full_token_parse
14013,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14014,f78v,Biological,spchy,,,,,,Yes,No,not_full_token_parse
14015,f78v,Biological,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
14016,f78v,Biological,rol,r,ol,,lignum,[역(re-)] + 목질(lignum),Yes,Yes,
14017,f78v,Biological,dor,,dor,,odor,향기(odor),Yes,Yes,
14018,f78v,Biological,ofchedy,,,,,,Yes,No,not_full_token_parse
14019,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14020,f78v,Biological,olshedy,,,,,,Yes,No,not_full_token_parse
14021,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14022,f78v,Biological,rshedy,r,sh,edy,suber,[역(re-)] + 코르크(suber) + through (per),Yes,Yes,
14023,f78v,Biological,cthdy,,,,,,Yes,No,not_full_token_parse
14024,f78v,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
14025,f78v,Biological,kedy,,k,edy,coquitur,달임(coquitur) + through (per),Yes,Yes,
14026,f78v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
14027,f78v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
14028,f78v,Biological,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
14029,f78v,Biological,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
14030,f78v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
14031,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14032,f78v,Biological,chety,,,,,,Yes,No,not_full_token_parse
14033,f78v,Biological,qolshedy,,,,,,Yes,No,not_full_token_parse
14034,f78v,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
14035,f78v,Biological,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
14036,f78v,Biological,eesolchey,,,,,,Yes,No,not_full_token_parse
14037,f78v,Biological,qotedy,qo,t,edy,tunica,[~의(quod/de)] + 막/층(tunica) + through (per),Yes,Yes,
14038,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14039,f78v,Biological,dam,,dam,,[verb],[처리]([verb]),Yes,Yes,
14040,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14041,f78v,Biological,chy,,chy,,chylos,즙(chylos),Yes,Yes,
14042,f78v,Biological,lshdy,l,sh,dy,suber,[관사(il-)] + 코르크(suber) + of (de),Yes,Yes,
14043,f78v,Biological,lcheckhy,l,ch,eckhy,cortex,[관사(il-)] + 수피(cortex) + harmful (emphatic),Yes,Yes,
14044,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14045,f78v,Biological,keedy,,k,eedy,coquitur,달임(coquitur) + through (emphatic),Yes,Yes,
14046,f78v,Biological,lcheckhey,,,,,,Yes,No,not_full_token_parse
14047,f78v,Biological,l,,l,,il-,관사(il-),Yes,Yes,
14048,f78v,Biological,olkedykain,,,,,,Yes,No,not_full_token_parse
14049,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14050,f78v,Biological,qor,qo,r,,re-,[~의(quod/de)] + 역(re-),Yes,Yes,
14051,f78v,Biological,olkeey,,,,,,Yes,No,not_full_token_parse
14052,f78v,Biological,olkain,,,,,,Yes,No,not_full_token_parse
14053,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14054,f78v,Biological,chsey,,,,,,Yes,No,not_full_token_parse
14055,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14056,f78v,Biological,cheeky,,,,,,Yes,No,not_full_token_parse
14057,f78v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
14058,f78v,Biological,okal,,,,,,Yes,No,not_full_token_parse
14059,f78v,Biological,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
14060,f78v,Biological,olchedy,,,,,,Yes,No,not_full_token_parse
14061,f78v,Biological,ety,,,,,,Yes,No,not_full_token_parse
14062,f78v,Biological,okeey,,ok,eey,exterior,외층(exterior) + of (emphatic),Yes,Yes,
14063,f78v,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
14064,f78v,Biological,eey,,ee,y,et/eius,그리고(et/eius) + adjective,Yes,Yes,
14065,f78v,Biological,ykeey,y,k,eey,coquitur,[지시(그-)] + 달임(coquitur) + of (emphatic),Yes,Yes,
14066,f78v,Biological,lchey,l,ch,ey,cortex,[관사(il-)] + 수피(cortex) + from/at,Yes,Yes,
14067,f78v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
14068,f78v,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
14069,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14070,f78v,Biological,qol,qo,l,,il-,[~의(quod/de)] + 관사(il-),Yes,Yes,
14071,f78v,Biological,otor,,,,,,Yes,No,not_full_token_parse
14072,f78v,Biological,y,,,,,,No,No,not_full_token_parse
14073,f78v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
14074,f78v,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
14075,f78v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
14076,f78v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
14077,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14078,f78v,Biological,otar,,,,,,Yes,No,not_full_token_parse
14079,f78v,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
14080,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14081,f78v,Biological,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
14082,f78v,Biological,qokain,,,,,,Yes,No,not_full_token_parse
14083,f78v,Biological,oteedy,,ot,eedy,exterior,표면(exterior) + through (emphatic),Yes,Yes,
14084,f78v,Biological,qokeedy,qo,k,eedy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (emphatic),Yes,Yes,
14085,f78v,Biological,dar,,dar,,duramen,심재(duramen),Yes,Yes,
14086,f78v,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
14087,f78v,Biological,dkedy,,,,,,Yes,No,not_full_token_parse
14088,f78v,Biological,dain,,dain,,duramen,심재(duramen),Yes,Yes,
14089,f78v,Biological,y,,,,,,No,No,not_full_token_parse
14090,f78v,Biological,cheolk,,,,,,Yes,No,not_full_token_parse
14091,f78v,Biological,o,,o,,aut,또는(aut),Yes,Yes,
14092,f78v,Biological,lkeedy,l,k,eedy,coquitur,[관사(il-)] + 달임(coquitur) + through (emphatic),Yes,Yes,
14093,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14094,f78v,Biological,ol,,ol,,lignum,목질(lignum),Yes,Yes,
14095,f78v,Biological,chedol,,,,,,Yes,No,not_full_token_parse
14096,f78v,Biological,okeedy,,ok,eedy,exterior,외층(exterior) + through (emphatic),Yes,Yes,
14097,f78v,Biological,qotedy,qo,t,edy,tunica,[~의(quod/de)] + 막/층(tunica) + through (per),Yes,Yes,
14098,f78v,Biological,rorarol,,,,,,Yes,No,not_full_token_parse
14099,f78v,Biological,dshedy,,,,,,Yes,No,not_full_token_parse
14100,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14101,f78v,Biological,or,,or,,aureus,황색(aureus),Yes,Yes,
14102,f78v,Biological,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
14103,f78v,Biological,pchedy,p,ch,edy,cortex,[위해(pro)] + 수피(cortex) + through (per),Yes,Yes,
14104,f78v,Biological,qokedy,qo,k,edy,coquitur,[~의(quod/de)] + 달임(coquitur) + through (per),Yes,Yes,
14105,f78v,Biological,okedy,,ok,edy,exterior,외층(exterior) + through (per),Yes,Yes,
